"Project.ID","Survey.ID","Study.Area.ID","Study.Area","Study.Area.Visit.ID","Design.Component.ID","Design.Component.Label","Design.Component.Visit.ID","Year","Visit.Start.Date","Visit.Start.Time","Nights.Deployed","Design.Component.Visit.Note","Air.Temperature..C.","Field.Observer.Name","UTM.Zone","UTM.Easting","UTM.Northing","Longitude..DD.","Latitude..DD.","Geographic.Coordinate.Source","Taxonomic.Unit.ID","Species.Code","Animal.ID","Count","Survey.Observation.Note","Survey.Observation.ID","Detection.Type.Code","Detection.Direction..deg.","Detection.Distance..m.","Temporary.Animal.ID","Life.Stage.Code","Sex.Code","Activity.Code","Feature.Type","Feature.Label","Feature.Count","Sign.Type.Code","Sign.or.Sample.Age.Code","Sign.Count","Group.Label","Adult.Males","Adult.Females","Adults...Unclassified.Sex","Juvenile.Males","Juvenile.Females","Juveniles...Unclassified.Sex","Males...Unclassified.Life.Stage","Females...Unclassified.Life.Stage","Unclassified.Life.Stage.and.Sex","Eggs","Egg.Masses","Larvae","Pupae","Hatchlings","Fledglings"
5572,35158,32522,"Alice Lake Park",39555,258722,"Fawn Lake Transect",576745,"2015","2015-04-10T00:00:00Z",1340,NA,NA,9,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start",1451,"A-ANBO",NA,1,"",1373735,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,35159,32523,"Big Bar Lake Park",39554,258721,"Otter Lake",576744,"2015","2015-06-11T00:00:00Z",1430,NA,NA,NA,"Tom Hughes",10,582342,5685947,-121.81839,51.31886,"Transect - Start",1451,"A-ANBO",NA,1,"Observed 1 - Not positive on this identification",1373726,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,35158,32522,"Alice Lake Park",39555,258722,"Fawn Lake Transect",576745,"2015","2015-04-10T00:00:00Z",1340,NA,NA,9,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start",1454,"A-RAAU",NA,19,"",1373731,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,19,NA,NA,NA,NA,NA
5572,35158,32522,"Alice Lake Park",39555,258722,"Fawn Lake Transect",576745,"2015","2015-04-10T00:00:00Z",1340,NA,NA,9,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start",1441,"A-AMGR",NA,2,"note that the end point of transect is different from previous years; this will become permanent end in future. End indicated by snag with flagging tape.",1373729,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA
5572,35158,32522,"Alice Lake Park",39555,258722,"Fawn Lake Transect",576745,"2015","2015-04-10T00:00:00Z",1340,NA,NA,9,"Joanna Hirner",10,492148,5514706,-123.10908,49.78476,"Transect - Start",780,"AMPHIBIA",NA,4,"",1373730,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA,NA
5572,40101,32523,"Big Bar Lake Park",40390,258721,"Otter Lake",611339,"2018","2018-06-19T00:00:00Z",1153,NA,NA,NA,"Lori Homstol",10,582342,5685947,-121.81839,51.31886,"Transect - Start",780,"AMPHIBIA",NA,1,"Count not given.  Lori walked the W side, Cary walked the E side.",1453311,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA
5572,35159,32523,"Big Bar Lake Park",39554,258721,"Otter Lake",576744,"2015","2015-06-11T00:00:00Z",1430,NA,NA,NA,"Tom Hughes",10,582342,5685947,-121.81839,51.31886,"Transect - Start",27075,"A-RALU",NA,1,"Observed 1 near bridge at North end of loop trail.",1373728,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40101,32523,"Big Bar Lake Park",40390,258721,"Otter Lake",611339,"2018","2018-06-19T00:00:00Z",1153,NA,NA,NA,"Lori Homstol",10,582342,5685947,-121.81839,51.31886,"Transect - Start",27075,"A-RALU",NA,2,"",1453312,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40101,32523,"Big Bar Lake Park",40390,258721,"Otter Lake",611340,"2018","2018-06-19T00:00:00Z",1250,NA,NA,NA,"Lori Homstol",10,582342,5685947,-121.81839,51.31886,"Transect - Start",27075,"A-RALU",NA,12,"",1453313,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA
5572,40101,32523,"Big Bar Lake Park",40390,258721,"Otter Lake",611341,"2018","2018-06-19T00:00:00Z",1336,NA,NA,NA,"Lori Homstol",10,582342,5685947,-121.81839,51.31886,"Transect - Start",27075,"A-RALU",NA,1,"",1453315,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40101,32523,"Big Bar Lake Park",40390,258721,"Otter Lake",611342,"2018","2018-06-19T00:00:00Z",1418,NA,NA,NA,"Lori Homstol",10,582342,5685947,-121.81839,51.31886,"Transect - Start",27075,"A-RALU",NA,1,"",1453314,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,35084,32466,"Hai Lake-Mount Herman Park",39541,258711,"Auditory survey",576648,"2016","2016-04-18T00:00:00Z",1422,NA,NA,8,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"",1373602,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,35084,32466,"Hai Lake-Mount Herman Park",39541,258712,"Visual survey",576655,"2016","2016-04-18T00:00:00Z",1422,NA,NA,8,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"",1373601,"CA",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40105,32466,"Hai Lake-Mount Herman Park",40400,258711,"Auditory survey",611400,"2018","2018-09-14T00:00:00Z",1050,NA,NA,10,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"Weather Conditions: Few Clouds/Light SW Breeze/Light Precip./10 deg/ No amphibians observed.",1453402,"CA",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40105,32466,"Hai Lake-Mount Herman Park",40400,258711,"Auditory survey",611401,"2018","2018-09-14T00:00:00Z",1115,NA,NA,10,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"Weather Conditions: Few Clouds/Light SW Breeze/Light Precip./10 deg/ No amphibians observed.",1453403,"CA",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40105,32466,"Hai Lake-Mount Herman Park",40400,258712,"Visual survey",611409,"2018","2018-09-14T00:00:00Z",1050,NA,NA,10,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"Weather Conditions: Few Clouds/Light SW Breeze/Light Precip./10 deg/ No amphibians observed.",1453400,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40105,32466,"Hai Lake-Mount Herman Park",40400,258712,"Visual survey",611410,"2018","2018-09-14T00:00:00Z",1115,NA,NA,10,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"Weather Conditions: Few Clouds/Light SW Breeze/Light Precip./10 deg/ No amphibians observed.",1453401,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40114,32466,"Hai Lake-Mount Herman Park",40402,258711,"Auditory survey",611435,"2019","2019-06-18T00:00:00Z",950,NA,NA,11,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"Weather Condition: Overcast/ Calm/Rain/ 11 deg. No amphibians observed",1453432,"CA",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40114,32466,"Hai Lake-Mount Herman Park",40402,258711,"Auditory survey",611436,"2019","2019-06-18T00:00:00Z",957,NA,NA,11,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"Weather Condition: Overcast/ Calm/Rain/ 11 deg. No amphibians observed",1453433,"CA",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40114,32466,"Hai Lake-Mount Herman Park",40402,258711,"Auditory survey",611442,"2019","2019-09-25T00:00:00Z",1515,NA,NA,9,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"Weather Conditions: Overcast/Calm/Moderate Precip/9 deg. C",1453446,"CA",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40114,32466,"Hai Lake-Mount Herman Park",40402,258711,"Auditory survey",611443,"2019","2019-09-25T00:00:00Z",1535,NA,NA,9,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"Weather Conditions: Overcast/Calm/Moderate Precip/9 deg. C",1453447,"CA",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40114,32466,"Hai Lake-Mount Herman Park",40402,258712,"Visual survey",611446,"2019","2019-06-18T00:00:00Z",950,NA,NA,11,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"Weather Condition: Overcast/ Calm/Rain/ 11 deg. No amphibians observed",1453430,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40114,32466,"Hai Lake-Mount Herman Park",40402,258712,"Visual survey",611447,"2019","2019-06-18T00:00:00Z",957,NA,NA,11,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"Weather Condition: Overcast/ Calm/Rain/ 11 deg. No amphibians observed",1453431,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40114,32466,"Hai Lake-Mount Herman Park",40402,258712,"Visual survey",611453,"2019","2019-09-25T00:00:00Z",1515,NA,NA,9,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"Weather Conditions: Overcast/Calm/Moderate Precip/9 deg. C",1453444,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40122,32466,"Hai Lake-Mount Herman Park",40403,258711,"Auditory survey",611457,"2020","2020-06-03T00:00:00Z",954,NA,NA,8,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"Weather Conditions: Cloud cover >50%/Overcast/Moderate Breeze/0% snow/light rain; 8 deg. C. No amphibians observed.",1453454,"CA",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40122,32466,"Hai Lake-Mount Herman Park",40403,258711,"Auditory survey",611458,"2020","2020-06-03T00:00:00Z",1046,NA,NA,8,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"Weather Conditions: Cloud cover >50%/Overcast/Moderate Breeze/0% snow/no precipitation at the time; 8 deg. C. No amphibians observed.",1453455,"CA",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40122,32466,"Hai Lake-Mount Herman Park",40403,258712,"Visual survey",611463,"2020","2020-06-03T00:00:00Z",954,NA,NA,8,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"Weather Conditions: Cloud cover >50%/Overcast/Moderate Breeze/0% snow/light rain; 8 deg. C. No amphibians observed.",1453452,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40122,32466,"Hai Lake-Mount Herman Park",40403,258712,"Visual survey",611464,"2020","2020-06-03T00:00:00Z",1046,NA,NA,8,"Diana Christianson",9,526292,6029350,-128.59489,54.41121,"Transect - Start",27855,"NULL",NA,0,"Weather Conditions: Cloud cover >50%/Overcast/Moderate Breeze/0% snow/no precipitation at the time; 8 deg. C. No amphibians observed.",1453453,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,35078,32460,"Misty Lake Ecological Reserve",39552,258717,"Misty Lake Ecological Reserve",576739,"2015","2015-03-30T00:00:00Z",1210,NA,NA,11,"Jessie Moore",9,623277,5607647,-127.25776,50.60767,"Transect - Start",27855,"NULL",NA,0,"No egg masses observed, water level was very high",1373714,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,35078,32460,"Misty Lake Ecological Reserve",39552,258717,"Misty Lake Ecological Reserve",576739,"2015","2015-03-30T00:00:00Z",1210,NA,NA,11,"Jessie Moore",9,623277,5607647,-127.25776,50.60767,"Transect - Start",27855,"NULL",NA,0,"Water level was very high for Mar 30 survey and receeded for April 15. Emergent vegetation looked damaged because of water fluctuations",1373715,"CA",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5572,40441,36840,"Yellow Point Bog Ecological Reserve",40466,270171,"Station 1 (visual)",612417,"2019","2019-04-09T00:00:00Z",1432,NA,NA,12,"Erica Mcclaren",10,441979,5433783,-123.79412,49.05418,"Survey Observation",28122,"A-PSRE",NA,1,"",1468219,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
5572,40441,36840,"Yellow Point Bog Ecological Reserve",40466,270172,"Station 2 (visual)",612418,"2019","2019-04-09T00:00:00Z",1447,NA,NA,12,"Erica Mcclaren",10,442207,5433619,-123.79098,49.05273,"Survey Observation",28122,"A-PSRE",NA,0,"No egg masses and adults were observed.",1468220,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA
5572,40437,36840,"Yellow Point Bog Ecological Reserve",40462,270171,"Station 1 (visual)",612409,"2014","2014-04-02T00:00:00Z",1100,NA,NA,NA,"Erica Mcclaren",10,442212,5433635,-123.79091,49.05288,"Transect - Start",28122,"A-PSRE",NA,1,"potential egg mass- monitor because very early development",1468203,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
5572,40437,36840,"Yellow Point Bog Ecological Reserve",40462,270172,"Station 2 (visual)",612410,"2014","2014-04-02T00:00:00Z",1030,NA,NA,NA,"Erica Mcclaren",10,441986,5433798,-123.79403,49.05432,"Transect - Start",28122,"A-PSRE",NA,1,"egg mass - early development",1468198,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
5572,40437,36840,"Yellow Point Bog Ecological Reserve",40462,270172,"Station 2 (visual)",612410,"2014","2014-04-02T00:00:00Z",1030,NA,NA,NA,"Erica Mcclaren",10,441986,5433798,-123.79403,49.05432,"Transect - Start",28122,"A-PSRE",NA,1,"egg mass - early development",1468202,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA
5572,40442,36840,"Yellow Point Bog Ecological Reserve",40467,270172,"Station 2 (visual)",612421,"2020","2020-04-24T00:00:00Z",1145,NA,NA,13,"Erica Mcclaren",10,441986,5433798,-123.79403,49.05432,"Transect - Start",28122,"A-PSRE",NA,1,"1 egg mass - already hatched out",1468223,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA
5572,40476,36840,"Yellow Point Bog Ecological Reserve",40469,270171,"Station 1 (visual)",612424,"2018","2018-04-17T00:00:00Z",1255,NA,NA,10,"Erica Mcclaren",10,442212,5433635,-123.79091,49.05288,"Transect - Start",28122,"A-PSRE",NA,3,"",1468229,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA
5572,40476,36840,"Yellow Point Bog Ecological Reserve",40469,270172,"Station 2 (visual)",612425,"2018","2018-04-17T00:00:00Z",1153,NA,NA,12,"Erica Mcclaren",10,441986,5433798,-123.79403,49.05432,"Transect - Start",28122,"A-PSRE",NA,8,"",1468226,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,NA
5572,35079,32462,"Naikoon Park",39544,258714,"Naikoon Park",576676,"2015","2015-05-14T00:00:00Z",0,NA,NA,18,"Lucy Stefanyk",9,305562,5940277,-131.93684,53.57525,"Transect - Start",28122,"A-PSRE",NA,12,"12 egg masses, tadpoles nearby many hatched out egg masses",1373629,"VI",NA,NA,NA,"",NA,"","",NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,12,NA,NA,NA,NA,NA
