"Project.ID","Survey.ID","Study.Area.ID","Study.Area","Study.Area.Visit.ID","Design.Component.ID","Design.Component.Label","Design.Component.Visit.ID","Year","Visit.Start.Date","Visit.Start.Time","Nights.Deployed","Design.Component.Visit.Note","Air.Temperature..C.","Field.Observer.Name","UTM.Zone","UTM.Easting","UTM.Northing","Longitude..DD.","Latitude..DD.","Geographic.Coordinate.Source","Taxonomic.Unit.ID","Species.Code","Animal.ID","Count","Survey.Observation.Note","Survey.Observation.ID","Detection.Type.Code","Detection.Direction..deg.","Detection.Distance..m.","Temporary.Animal.ID","Life.Stage.Code","Sex.Code","Activity.Code","Feature.Type","Feature.Label","Feature.Count","Sign.Type.Code","Sign.or.Sample.Age.Code","Sign.Count","Group.Label","Adult.Males","Adult.Females","Adults...Unclassified.Sex","Juvenile.Males","Juvenile.Females","Juveniles...Unclassified.Sex","Males...Unclassified.Life.Stage","Females...Unclassified.Life.Stage","Unclassified.Life.Stage.and.Sex","Eggs","Egg.Masses","Larvae","Pupae","Hatchlings","Fledglings"
5569,40026,32721,"Call Lake Park",40519,258872,"T1",612912,"2019","2019-09-18T00:00:00Z",954,NA,NA,6,"Not Available",9,623087,6069834,-127.08707,54.76063,"Transect - Start",2008,"M-TAHU",NA,1,"",1469184,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,40026,32721,"Call Lake Park",40519,258872,"T1",612912,"2019","2019-09-18T00:00:00Z",954,NA,NA,6,"Not Available",9,623087,6069834,-127.08707,54.76063,"Transect - Start",2008,"M-TAHU",NA,1,"",1469185,"CA",NA,30,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,40026,32721,"Call Lake Park",40519,258872,"T1",612912,"2019","2019-09-18T00:00:00Z",954,NA,NA,6,"Not Available",9,623087,6069834,-127.08707,54.76063,"Transect - Start",2008,"M-TAHU",NA,1,"chainsaw cre working on final 50m",1469186,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,40026,32721,"Call Lake Park",40519,258873,"T2",612913,"2019","2019-09-18T00:00:00Z",947,NA,NA,6,"Not Available",9,622937,6070085,-127.08929,54.76293,"Transect - Start",2008,"M-TAHU",NA,1,"rough grouse on right",1469187,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,40026,32721,"Call Lake Park",40519,258873,"T2",612913,"2019","2019-09-18T00:00:00Z",947,NA,NA,6,"Not Available",9,622937,6070085,-127.08929,54.76293,"Transect - Start",2008,"M-TAHU",NA,1,"",1469188,"CA",NA,100,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,40026,32721,"Call Lake Park",40519,258874,"T3",612914,"2019","2019-09-18T00:00:00Z",937,NA,NA,6,"Not Available",9,622737,6070408,-127.09226,54.76588,"Transect - Start",2008,"M-TAHU",NA,1,"woodpecker visual",1469189,"CA",NA,10,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,40026,32721,"Call Lake Park",40519,258874,"T3",612914,"2019","2019-09-18T00:00:00Z",937,NA,NA,6,"Not Available",9,622737,6070408,-127.09226,54.76588,"Transect - Start",2008,"M-TAHU",NA,1,"",1469190,"CA",NA,50,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,40026,32721,"Call Lake Park",40519,258875,"T4",612915,"2019","2019-09-18T00:00:00Z",928,NA,NA,6,"Not Available",9,622668,6070798,-127.09317,54.76939,"Transect - Start",2008,"M-TAHU",NA,1,"",1469191,"CA",NA,10,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,40026,32721,"Call Lake Park",40519,258875,"T4",612915,"2019","2019-09-18T00:00:00Z",928,NA,NA,6,"Not Available",9,622668,6070798,-127.09317,54.76939,"Transect - Start",2008,"M-TAHU",NA,1,"",1469192,"CA",NA,10,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,40026,32721,"Call Lake Park",40519,258875,"T4",612915,"2019","2019-09-18T00:00:00Z",928,NA,NA,6,"Not Available",9,622668,6070798,-127.09317,54.76939,"Transect - Start",2008,"M-TAHU",NA,1,"",1469193,"CA",NA,20,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,40026,32721,"Call Lake Park",40519,258875,"T4",612915,"2019","2019-09-18T00:00:00Z",928,NA,NA,6,"Not Available",9,622668,6070798,-127.09317,54.76939,"Transect - Start",2008,"M-TAHU",NA,1,"",1469194,"CA",NA,30,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,40026,32721,"Call Lake Park",40519,258875,"T4",612915,"2019","2019-09-18T00:00:00Z",928,NA,NA,6,"Not Available",9,622668,6070798,-127.09317,54.76939,"Transect - Start",2008,"M-TAHU",NA,1,"",1469195,"CA",NA,50,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,40026,32721,"Call Lake Park",40519,258876,"T5",612916,"2019","2019-09-18T00:00:00Z",920,NA,NA,6,"Not Available",9,622615,6071020,-127.0939,54.7714,"Transect - Start",2008,"M-TAHU",NA,1,"",1469196,"CA",NA,40,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35410,32781,"Strathcona Park",39608,258944,"1",577479,"2017","2017-08-17T00:00:00Z",930,NA,NA,20,"Harry Reddin",10,291437,5525013,-125.90083,49.84121,"Survey Observation",2008,"M-TAHU",NA,1,"At start of T1.  Lots of pine cones on the trail, old and new",1375036,"CA",NA,20,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35410,32781,"Strathcona Park",39608,258944,"1",577479,"2017","2017-08-17T00:00:00Z",930,NA,NA,20,"Harry Reddin",10,291437,5525013,-125.90083,49.84121,"Transect - Start",2008,"M-TAHU",NA,1,"10 m left of C3 marker.  Bear scat at T1 end.",1375037,"CA",NA,10,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35410,32781,"Strathcona Park",39608,258944,"1",577479,"2017","2017-08-17T00:00:00Z",930,NA,NA,20,"Harry Reddin",10,291551,5525085,-125.89929,49.8419,"Survey Observation",2008,"M-TAHU",NA,1,"",1375038,"VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35410,32781,"Strathcona Park",39608,258944,"1",577480,"2017","2017-08-27T00:00:00Z",1030,NA,NA,20,"Harry Reddin",10,291437,5525013,-125.90083,49.84121,"Transect - Start",2008,"M-TAHU",NA,1,"",1375042,"CA",NA,50,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35410,32781,"Strathcona Park",39608,258944,"1",577480,"2017","2017-08-27T00:00:00Z",1030,NA,NA,20,"Harry Reddin",10,291437,5525013,-125.90083,49.84121,"Transect - Start",2008,"M-TAHU",NA,0,"older; under rock overhang",1375043,"SI",NA,100,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35410,32781,"Strathcona Park",39608,258945,"2",577482,"2017","2017-08-17T00:00:00Z",930,NA,NA,20,"Harry Reddin",10,291955,5525095,-125.89368,49.84213,"Survey Observation",2008,"M-TAHU",NA,1,"",1375039,"VI",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35410,32781,"Strathcona Park",39608,258945,"2",577482,"2017","2017-08-17T00:00:00Z",930,NA,NA,20,"Harry Reddin",10,292004,5525105,-125.893,49.84224,"Survey Observation",2008,"M-TAHU",NA,0,"On trail",1375040,"SI",NA,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35410,32781,"Strathcona Park",39608,258945,"2",577483,"2017","2017-08-27T00:00:00Z",1030,NA,NA,20,"Harry Reddin",10,292004,5525105,-125.893,49.84224,"Survey Observation",2008,"M-TAHU",NA,0,"on trail",1375044,"SI",NA,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35410,32781,"Strathcona Park",39608,258945,"2",577483,"2017","2017-08-27T00:00:00Z",1030,NA,NA,20,"Harry Reddin",10,291781,5525071,-125.89608,49.84185,"Transect - Start",2008,"M-TAHU",NA,1,"",1375045,"CA",NA,50,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35410,32781,"Strathcona Park",39608,258946,"3",577485,"2017","2017-08-17T00:00:00Z",930,NA,NA,20,"Harry Reddin",10,292180,5525106,-125.89056,49.84231,"Survey Observation",2008,"M-TAHU",NA,0,"On trail",1375041,"SI",NA,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35410,32781,"Strathcona Park",39608,258946,"3",577486,"2017","2017-08-27T00:00:00Z",1030,NA,NA,20,"Harry Reddin",10,292135,5525103,-125.89118,49.84226,"Transect - Start",2008,"M-TAHU",NA,1,"",1375046,"VI",NA,10,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35407,32781,"Strathcona Park",39607,258945,"2",577475,"2016","2016-10-11T00:00:00Z",1215,NA,NA,NA,"Alec Patterson",10,291781,5525071,-125.89608,49.84185,"Transect - Start",2008,"M-TAHU",NA,1,"Observed in same location as Oct 6th observations; wind increased to code 3 at 12:20",1375031,"CA",NA,20,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35407,32781,"Strathcona Park",39607,258945,"2",577475,"2016","2016-10-11T00:00:00Z",1215,NA,NA,NA,"Alec Patterson",10,291781,5525071,-125.89608,49.84185,"Transect - Start",2008,"M-TAHU",NA,1,"Observed in same location as Oct 6th observations; wind increased to code 3 at 12:20",1375032,"CA",NA,20,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35407,32781,"Strathcona Park",39607,258944,"1",577472,"2016","2016-10-11T00:00:00Z",1215,NA,NA,NA,"Alec Patterson",10,291437,5525013,-125.90083,49.84121,"Transect - Start",27855,"NULL",NA,0,"No observations on Transect 1; wind increased to code 3 at 12:20",1375030,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579429,"2013","2013-09-13T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384105,"CA",NA,30,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579429,"2013","2013-09-13T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384106,"CA",NA,10,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579429,"2013","2013-09-13T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384107,"CA",NA,30,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579429,"2013","2013-09-13T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384108,"CA",NA,30,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579429,"2013","2013-09-13T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384109,"CA",NA,20,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579429,"2013","2013-09-13T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384110,"CA",NA,20,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579429,"2013","2013-09-13T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384111,"CA",NA,20,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579430,"2013","2013-09-14T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384112,"CA",NA,15,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579430,"2013","2013-09-14T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384113,"CA",NA,25,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579430,"2013","2013-09-14T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384114,"VI",NA,10,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579430,"2013","2013-09-14T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384115,"VI",NA,0,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579431,"2013","2013-09-15T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384116,"CA",NA,15,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579431,"2013","2013-09-15T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384117,"CA",NA,20,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579431,"2013","2013-09-15T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384118,"CA",NA,30,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579431,"2013","2013-09-15T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384119,"CA",NA,15,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579431,"2013","2013-09-15T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384120,"CA",NA,25,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
5569,35736,32783,"Purcell Wilderness Conservancy Park and Protected Area",39704,258913,"T1",579431,"2013","2013-09-15T00:00:00Z",900,NA,NA,NA,"Emily Ackroyd",11,540593,5575892,-116.42963,50.33372,"Transect - Start",2008,"M-TAHU",NA,1,"",1384121,"CA",NA,15,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
